im2graph version 1.21 Copyright Shai Vaingast 2014-, http://www.im2graph.co.il
7.38563, 2.1
7.38856, 2.12963
7.3915, 2.15926
7.39443, 2.18889
7.39736, 2.22593
7.40029, 2.26296
7.40323, 2.29259
7.40616, 2.33704
7.40909, 2.36667
7.41202, 2.38148
7.41496, 2.38889
7.41789, 2.41111
7.42082, 2.42593
7.42375, 2.42593
7.44135, 2.42593
7.44428, 2.41111
7.44721, 2.38148
7.45015, 2.35185
7.45308, 2.32222
7.45601, 2.29259
7.45894, 2.24815
7.46188, 2.1963
7.46481, 2.15185
7.46774, 2.10741
7.47067, 2.06296
7.47361, 2.01852
7.47654, 1.98148
7.47947, 1.94444
7.4824, 1.9
7.48534, 1.86296
7.48827, 1.84074
7.4912, 1.81111
7.49413, 1.77407
7.49707, 1.72222
7.5, 1.67037
7.50293, 1.61852
7.50587, 1.56667
7.5088, 1.54444
7.51173, 1.48519
7.51466, 1.34444
7.5176, 1.15926
7.52053, 0.996296
7.52346, 0.87037
7.52639, 0.833333
7.52933, 0.833333
7.53226, 0.848148
7.53519, 0.855556
7.53812, 0.825926
7.54106, 0.796296
7.54399, 0.818519
7.54692, 0.848148
7.54985, 0.87037
7.55279, 0.848148
7.55572, 0.833333
7.55865, 0.825926
7.56158, 0.818519
7.56452, 0.825926
7.56745, 0.825926
7.57038, 0.833333
7.57331, 0.840741
7.57625, 0.833333
7.57918, 0.833333
7.58211, 0.840741
7.58504, 0.840741
7.58798, 0.825926
7.59091, 0.833333
7.59384, 0.833333
7.59677, 0.818519
7.59971, 0.803704
7.60264, 0.818519
7.60557, 0.825926
7.6085, 0.833333
7.61144, 0.833333
7.61437, 0.833333
7.6173, 0.825926
7.62023, 0.833333
7.62317, 0.833333
7.6261, 0.840741
7.62903, 0.840741
7.63196, 0.833333
7.6349, 0.825926
7.63783, 0.818519
7.64076, 0.818519
7.6437, 0.818519
7.64663, 0.818519
7.64956, 0.818519
7.65249, 0.825926
7.65543, 0.833333
7.65836, 0.833333
7.66129, 0.833333
7.66422, 0.833333
7.66716, 0.825926
7.67009, 0.811111
7.67302, 0.811111
7.67595, 0.803704
7.67889, 0.803704
7.68182, 0.803704
7.68475, 0.803704
7.68768, 0.796296
7.69062, 0.781481
7.69355, 0.766667
7.69648, 0.751852
7.69941, 0.737037
7.70235, 0.72963
7.70528, 0.722222
7.70821, 0.707407
7.71114, 0.692593
7.71408, 0.677778
7.71701, 0.677778
7.71994, 0.677778
7.72287, 0.67037
7.72581, 0.662963
7.72874, 0.655556
7.73167, 0.640741
7.7346, 0.640741
7.73754, 0.640741
7.74047, 0.633333
7.7434, 0.618519
7.74633, 0.603704
7.74927, 0.596296
7.7522, 0.588889
7.75513, 0.581481
7.75806, 0.566667
7.761, 0.566667
7.76393, 0.566667
7.76686, 0.559259
7.76979, 0.551852
7.77273, 0.544444
7.77566, 0.52963
7.77859, 0.522222
7.78152, 0.514815
7.78446, 0.522222
7.78739, 0.522222
7.79032, 0.507407
7.79326, 0.5
7.79619, 0.492593
7.79912, 0.477778
7.80205, 0.462963
7.80499, 0.462963
7.80792, 0.462963
7.81085, 0.462963
7.81378, 0.462963
7.81672, 0.462963
7.81965, 0.455556
7.82258, 0.448148
7.82551, 0.433333
7.82845, 0.433333
7.83138, 0.425926
7.83431, 0.418519
7.83724, 0.403704
7.84018, 0.388889
7.84311, 0.388889
7.84604, 0.388889
7.84897, 0.381481
7.85191, 0.374074
7.85484, 0.374074
7.85777, 0.366667
7.8607, 0.359259
7.86364, 0.351852
7.86657, 0.351852
7.8695, 0.351852
7.87243, 0.344444
7.87537, 0.337037
7.8783, 0.32963
7.88123, 0.32963
7.88416, 0.32963
7.8871, 0.32963
7.89003, 0.322222
7.89296, 0.322222
7.89589, 0.322222
7.89883, 0.314815
7.90176, 0.307407
7.90469, 0.307407
7.90762, 0.359259
7.91056, 0.462963
7.91349, 0.52963
7.91642, 0.551852
7.91935, 0.559259
7.92229, 0.566667
7.92522, 0.566667
7.92815, 0.566667
7.93109, 0.574074
7.93402, 0.581481
7.93695, 0.588889
7.93988, 0.596296
7.94282, 0.588889
7.94575, 0.574074
7.94868, 0.581481
7.95161, 0.581481
7.95455, 0.566667
7.95748, 0.559259
7.96041, 0.566667
7.96334, 0.574074
7.96628, 0.581481
7.96921, 0.581481
7.97214, 0.581481
7.97507, 0.581481
7.97801, 0.581481
7.98094, 0.588889
7.98387, 0.596296
7.9868, 0.588889
7.98974, 0.574074
7.99267, 0.559259
7.9956, 0.574074
7.99853, 0.581481
8.00147, 0.581481
8.0044, 0.581481
8.00733, 0.581481
8.01026, 0.581481
8.0132, 0.574074
8.01613, 0.566667
8.01906, 0.566667
8.02199, 0.566667
8.02493, 0.559259
8.02786, 0.551852
8.03079, 0.551852
8.03372, 0.551852
8.03666, 0.544444
8.03959, 0.537037
8.04252, 0.522222
8.04545, 0.522222
8.04839, 0.514815
8.05132, 0.514815
8.05425, 0.507407
8.05718, 0.507407
8.06012, 0.507407
8.06305, 0.5
8.06598, 0.485185
8.06891, 0.477778
8.07185, 0.47037
8.07478, 0.477778
8.07771, 0.47037
8.08065, 0.462963
8.08358, 0.477778
8.08651, 0.485185
8.08944, 0.477778
8.09238, 0.462963
8.09531, 0.455556
8.09824, 0.440741
8.10117, 0.448148
8.10411, 0.448148
8.10704, 0.448148
8.10997, 0.448148
8.1129, 0.448148
8.11584, 0.448148
8.11877, 0.433333
8.1217, 0.425926
8.12463, 0.418519
8.12757, 0.418519
8.1305, 0.418519
